ts,iso,energy_mj,power_mw,util_gpu,mem_used_mib,sm_clock_mhz,temp_c
1784899085.6859,21:18:05,2364575278285,128532,96,24037,2730,49
1784899085.8859,21:18:05,2364575354696,128532,96,24037,2730,49
1784899086.0859,21:18:06,2364575421616,380410,100,24037,2730,47
1784899086.2859,21:18:06,2364575492371,380410,100,24037,2730,47
1784899086.4859,21:18:06,2364575558059,380410,100,24037,2730,47
1784899086.6859,21:18:06,2364575627311,377054,100,24037,2730,46
1784899086.8859,21:18:06,2364575690387,377054,100,24037,2730,46
1784899087.0859,21:18:07,2364575754992,346180,100,24037,2730,47
1784899087.2859,21:18:07,2364575821162,346180,100,24037,2730,47
1784899087.4859,21:18:07,2364575889650,346180,100,24037,2730,47
1784899087.6859,21:18:07,2364575958001,343455,100,24037,2730,47
1784899087.8859,21:18:07,2364576022060,343455,100,24037,2730,47
1784899088.0859,21:18:08,2364576089585,341784,100,24037,2730,46
1784899088.2859,21:18:08,2364576154490,341784,100,24037,2730,46
1784899088.4859,21:18:08,2364576218382,341784,100,24037,2730,46
1784899088.6859,21:18:08,2364576284713,337647,100,24037,2730,46
1784899088.8859,21:18:08,2364576350316,337647,100,24037,2730,46
1784899089.0859,21:18:09,2364576415904,337701,100,24037,2730,47
1784899089.2859,21:18:09,2364576483207,337701,100,24037,2730,47
1784899089.4859,21:18:09,2364576548891,337701,100,24037,2730,47
1784899089.6859,21:18:09,2364576622242,338731,100,24037,2730,47
1784899089.8859,21:18:09,2364576690159,338731,100,24037,2730,47
1784899090.0859,21:18:10,2364576754395,349219,100,24037,2730,49
1784899090.2859,21:18:10,2364576818312,349219,100,24037,2730,49
1784899090.4859,21:18:10,2364576885826,349219,100,24037,2730,49
1784899090.6859,21:18:10,2364576952895,347567,100,24037,2730,49
1784899090.8859,21:18:10,2364577020368,347567,100,24037,2730,49
1784899091.0859,21:18:11,2364577082798,340741,100,24037,2730,48
1784899091.2859,21:18:11,2364577145138,340741,100,24037,2730,48
1784899091.4859,21:18:11,2364577211330,340741,100,24037,2730,48
1784899091.6859,21:18:11,2364577274651,340430,100,24037,2730,49
1784899091.8859,21:18:11,2364577338170,340430,100,24037,2730,49
